Id_Pelicula;Titulo_original;Fecha_estreno;Descripcion;Cartel_path;Genero_Pelicula
4865;The Messengers;02/02/2007;When the Solomons trade in the craziness of big-city life for the quiet of a North Dakota farm, little do they expect the nightmare that follows. Soon after arriving, teenage Jess (Kristen Stewart) and her younger brother see terrifying apparitions and endure attacks from a supernatural source. Jess must warn her disbelieving family before it is too late to save them.;/kLmurNcnkmdPahLc6HKQjX3EHed.jpg;Mystery, Thriller, Horror
4866;Angus, Thongs and Perfect Snogging;25/07/2008;Georgia Nicolson is fourteen, lives with nosey parents who don't understand her, an annoying three year old sister and has to wear a beret to school. She would, however, rather be blonde, have a smaller nose and a boyfriend. Revolving around her hilarious journal entries, prepare to be engulfed in the world of the soaring joys and bottomless angst of being a teenager.;/3WLMr49X84qGiFn1pkCyhS5SEBZ.jpg;Comedy, Drama, Family, Romance
4867;2067;01/10/2020;A lowly utility worker is called to the future by a mysterious radio signal, he must leave his dying wife to embark on a journey that will force him to face his deepest fears in an attempt to change the fabric of reality and save humankind from its greatest environmental crisis yet.;/7D430eqZj8y3oVkLFfsWXGRcpEG.jpg;Science Fiction, Thriller
4868;The Last Legion;19/04/2007;As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters.;/k2jaEoOsTEMqSskBJm3gfcuxNEc.jpg;Action, Adventure, Fantasy, War
4869;The Reaping;05/04/2007;Katherine Morrissey, a former Christian missionary, lost her faith after the tragic deaths of her family. Now she applies her expertise to debunking religious phenomena. When a series of biblical plagues overrun a small town, Katherine arrives to prove that a supernatural force is not behind the occurrences, but soon finds that science cannot explain what is happening. Instead, she must regain her faith to combat the evil that waits in a Louisiana swamp.;/o8Vl4Vxp5LBth9J6Aa3k6PAefxt.jpg;Horror
4870;Guess Who's Coming to Dinner;11/12/1967;A couple's attitudes are challenged when their daughter brings home a fiancÃ© who is black.;/fkHeYWahNbhxhuLefaAg553lYo5.jpg;Drama, Comedy, Romance
4871;Original Sin;08/05/2001;A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp;/xvTtsdvvVr1NYlVJxWZibzhaEt5.jpg;Thriller, Drama, Mystery, Romance
4872;Bye Bye Morons;21/10/2020;When 43-year-old hairdresser Suze Trappet finds out that she's seriously ill, she decides to go looking for a child she was forced to abandon when she was only 15. On her madcap bureaucratic quest she crosses paths with JB, a 50-year-old man in the middle of a burnout, and Mr. Blin, a blind archivist prone to overenthusiasm. The unlikely trio set off on a hilarious and poignant helterskelter journey across the city in search of Suze's long-lost child.;/iEzAKYpwdfFprRV39B7GxJoz9LV.jpg;Comedy, Drama
4873;Max;26/06/2015;A dog that helped soldiers in Afghanistan returns to the U.S. and is adopted by his handler's family after suffering a traumatic experience.;/d3ACos3t4YwXML8keTA0wKN8e36.jpg;Adventure, Drama, Family
4874;The Trouble with Harry;03/10/1955;When a local man's corpse appears on a nearby hillside, no one is quite sure what happened to him. Many of the town's residents secretly wonder if they are responsible, including the man's ex-wife, Jennifer, and Capt. Albert Wiles, a retired seaman who was hunting in the woods where the body was found. As the no-nonsense sheriff gets involved and local artist Sam Marlowe offers his help, the community slowly unravels the mystery.;/uUXLq7fEG3hI46ZFMZzgHj11S6S.jpg;Comedy, Mystery, Thriller
4875;Contempt;29/10/1963;"A philistine in the art film business, Jeremy Prokosch is a producer unhappy with the work of his director. Prokosch has hired Fritz Lang to direct an adaptation of ""The Odyssey,"" but when it seems that the legendary filmmaker is making a picture destined to bomb at the box office, he brings in a screenwriter to energize the script. The professional intersects with the personal when a rift develops between the writer and his wife.";/kNElbRcp4Qz6wmJ9kH5vdY004Hq.jpg;Drama
4876;The Dead Pool;13/07/1988;Dirty Harry Callahan returns for his final film adventure. Together with his partner Al Quan, he must investigate the systematic murder of actors and musicians. By the time Harry learns that the murders are a part of a sick game to predict the deaths of celebrities before they happen, it may be too late...;/mqwGpW0Ptrvz1GmfCnLAOA4cQ8g.jpg;Action, Crime, Thriller
4877;The Perfect Man;17/06/2005;Holly is tired of moving every time her mom Jean breaks up with yet another second-rate guy. To distract her mother from her latest bad choice, Holly conceives the perfect plan for the perfect man, an imaginary secret admirer who will romance Jean and boost her self-esteem.;/8cE4xZkmE7NkWcgNk8A6dZ7Ou6Q.jpg;Comedy, Drama, Family, Romance
4878;Mighty Joe Young;25/12/1998;As a child living in Africa, Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser. Now an adult, Jill cares for an orphaned gorilla named Joe -- who, due to a genetic anomaly, is 15 feet tall. When Gregg O'Hara arrives from California and sees the animal, he convinces Jill that Joe would be safest at his wildlife refuge. But Strasser follows them to the U.S., intent on capturing Joe for himself.;/mvjyF85NJVWE0ipfdjoFiRNRLex.jpg;Adventure, Family, Action, Fantasy
4879;The NeverEnding Story II: The Next Chapter;25/10/1990;Once again, Bastian is transported to the world of Fantasia which he recently managed to save from destruction. However, the land is now being destroyed by an evil sorceress, Xayide, so he must join up with Atreyu and face the Emptiness once more.;/bRSLCuO2B6owYBtUwGYGqWZCVo6.jpg;Drama, Family, Fantasy, Adventure
4880;Night Hunter;29/08/2019;A Minnesota police officer crosses paths with a committed and tireless vigilante as he follows the trail of a ruthless predator responsible for several abductions and murders.;/vVYU0x9FRpiJNX7c54ciFnRBVYG.jpg;Drama, Thriller
4881;Grizzly Man;12/08/2005;"Werner Herzog's documentary film about the ""Grizzly Man"" Timothy Treadwell and what the thirteen summers in a National Park in Alaska were like in one man's attempt to protect the grizzly bears. The film is full of unique images and a look into the spirit of a man who sacrificed himself for nature.";/nXIV2qGK9KkdkaOTzrpK87CuAGC.jpg;Documentary
4882;Red Sonja;09/04/1985;The tyrant Gedren seeks the total power in a world of barbarism. She raids the city Hablac and kills the keeper of a talisman that gives her great power. Red Sonja, sister of the keeper, sets out with her magic sword to overthrow Gedren.;/qYJFrmSjy0HpzmvnIuGpuFUzXbs.jpg;Adventure, Fantasy, Action
4883;Kimi;10/02/2022;A tech worker with agoraphobia discovers recorded evidence of a violent crime but is met with resistance when she tries to report it. Seeking justice, she must do the thing she fears the most: leave her apartment.;/okNgwtxIWzGsNlR3GsOS0i0Qgbn.jpg;Crime, Thriller
4884;Village of the Damned;28/04/1995;"An American village is visited by some unknown life form which leaves the women of the village pregnant. Nine months later, the babies are born, and they all look normal, but it doesn't take the ""parents"" long to realize that the kids are not human or humane.";/70fg1uvZ4lyLpAHz44HPXCNpakW.jpg;Thriller, Horror, Science Fiction
4885;1492: Conquest of Paradise;09/10/1992;1492: Conquest of Paradise depicts Christopher Columbusâ€™ discovery of The New World and his effect on the indigenous people.;/glNQqBfVI9imY8TgenOwmWXbMff.jpg;Action, Adventure, Drama, History
4886;Bad Words;06/09/2013;A misanthropic man sets out to exact revenge on his estranged father, by finding a loophole and attempting to win the National Spelling Bee as an adult. Figuring it would destroy his father, and everything he's worked so hard for as head of the Spelling Bee Championship Organization, Guy Trilby eventually discovers winning isn't necessary for revenge, and that friendship is a blessing not a curse.;/9ZOz1GTFsrfGZNziZHupOvqUdub.jpg;Comedy
4887;The Hole;20/04/2001;Four teenagers at a British private school secretly uncover and explore the depths of a sealed underground hole created decades ago as a possible bomb shelter.;/zVDhZHjcE0ksNfFSsJVoxDdAYCJ.jpg;Crime, Drama, Horror, Thriller
4888;Big Fat Liar;08/02/2002;After one of his class papers is stolen and turned into a movie, a young student and his best friend exact a hilarious, slapstick revenge on the Hollywood hot shot who has taken credit!;/k1MkctTLNWthU2AUlX4qOCNBlPc.jpg;Family, Comedy, Adventure
4889;Hell Fest;27/09/2018;On Halloween night at a horror theme park, a costumed killer begins slaying innocent patrons who believe that it's all part of the festivities.;/qgLlnlrUtTKXkdrgMBwUfkyAkya.jpg;Horror, Thriller
4890;Striking Distance;17/09/1993;Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence.;/1bLazrQWJQhO6u58vJZXJZ3ZFDh.jpg;Crime, Action, Mystery, Thriller
4891;Uptown Girls;15/08/2003;Molly Gunn, the freewheeling daughter of a deceased rock legend, is forced to get a job when her manager steals her money. As nanny for precocious Ray, the oft ignored daughter of a music executive she learns what it means to be an adult while teaching Ray how to be a child.;/liazMoopc2fhWq1YlfwasQcvWu.jpg;Family, Comedy, Drama
4892;Max & Leon;01/11/2016;In this WW2 epic comedy â€“ in the vein of â€œLa Grande Vadrouilleâ€ â€“ our two heroes, Max and LÃ©on, two lazy and partier pals, will try by all possible means to avoid going in the battle zoneâ€¦ This will lead the duo to demented and wild adventures.;/47qB83tIFr9CuX6RHsTapk0W3Ls.jpg;War, Comedy
4893;The Glass Castle;11/08/2017;A young girl is raised in a dysfunctional family constantly on the run from the FBI. Living in poverty, she comes of age guided by her drunkard, ingenious father who distracts her with magical stories to keep her mind off the family's dire state, and her selfish, nonconformist mother who has no intention of raising a family, along with her younger brother and sister, and her other older sister. Together, they fend for each other as they mature in an unorthodox journey that is their family life.;/d5fLQ9ZMa1jZ2mODCv5lOWJDugX.jpg;Drama
4894;Quest for Camelot;15/05/1998;During the times of King Arthur, Kayley is a brave girl who dreams of following her late father as a Knight of the Round Table. The evil Ruber wants to invade Camelot and take the throne of King Arthur, and Kayley has to stop him.;/xBmKXg0phTpWaJVN0OP6yfGUJur.jpg;Fantasy, Animation, Drama, Romance, Family
4895;The Machine;25/04/2013;Already deep into a second Cold War, Britainâ€™s Ministry of Defense seeks a game-changing weapon. Programmer Vincent McCarthy unwittingly provides an answer in The Machine, a super-strong human cyborg. When a programming bug causes the prototype to decimate his lab, McCarthy takes his obsessive efforts underground, far away from inquisitive eyes.;/6bWUBFw5TghRXhQaM0Igbr49BPw.jpg;Science Fiction, Thriller
4896;La luna;10/02/2012;A young boy comes of age in the most peculiar of circumstances. Tonight is the very first time his Papa and Grandpa are taking him to work. In an old wooden boat they row far out to sea, and with no land in sight, they stop and wait. A big surprise awaits the boy as he discovers his family's most unusual line of work. Should he follow the example of his Papa, or his Grandpa? Will he be able to find his own way in the midst of their conflicting opinions and timeworn traditions?;/Boua5LFL3Xyn2ldIV6Dw7E5qCZ.jpg;Animation, Family
4897;Flight of the Navigator;30/07/1986;12-year-old David is accidentally knocked out in the forest near his home, but when he awakens eight years have passed. His family is overjoyed to have him back, but is just as perplexed as he is that he hasn't aged. When a NASA scientist discovers a UFO nearby, David gets the chance to unravel the mystery and recover the life he lost.;/tdRgQWMximj0tL6OWu9kRTtePmI.jpg;Family, Science Fiction, Adventure
4898;Les Tuche 3;31/01/2018;After a groundbreaking presidential election, Jeff Tuche becomes the new President of France and moves in the Elysee with his family to govern the country.;/oPTP1AqGLfc01qrOtoVFuEFGJYs.jpg;Comedy
4899;Waiting...;07/10/2005;Employees at a Bennigan's-like restaurant (called, creatively enough, Shenanigan's), kill time before their real lives get started. But while they wait, they'll have to deal with picky customers who want their steak cooked to order and enthusiastic managers who want to build the perfect wait staff. Luckily, these employees have effective revenge tactics.;/h3NJDiaaliUH35ApXPu8PFKZwWz.jpg;Comedy
4900;Bodies Bodies Bodies;05/08/2022;"In an isolated family mansion, a group of rich 20-somethings decides to play Bodies Bodies Bodies, a game where one of them is secretly a ""killer"" while the rest tries to ""escape"". Things take a turn for the worse when real bodies start turning up, setting off a paranoid and dangerous chain of events.";/hSuTjDmqRdy7Dii8ymnF2WILTeP.jpg;Comedy, Horror, Mystery
4901;The Jerk;14/12/1979;After discovering he's not really black like the rest of his family, likable dimwit Navin Johnson runs off on a hilarious misadventure in this comedy classic that takes him from rags to riches and back to rags again. The slaphappy jerk strikes it rich, but life in the fast lane isn't all it's cracked up to be and, in the end, all that really matters to Johnson is his true love.;/7uPt2OmkPmHLl3yz9CzZuWpNiOg.jpg;Comedy
4902;Departures;13/09/2008;Daigo, a cellist, is laid off from his orchestra and moves with his wife back to his small hometown where the living is cheaper. Thinking heâ€™s applying for a job at a travel agency he finds heâ€™s being interviewed for work with departures of a more permanent nature â€“ as an undertakerâ€™s assistant.;/mms4nMZuPYOyEengRxCaEk7SXMd.jpg;Drama
4903;Possessor;02/10/2020;Tasya Vos, an elite corporate assassin, uses brain-implant technology to take control of other peopleâ€™s bodies to terminate high profile targets. As she sinks deeper into her latest assignment, Vos becomes trapped inside a mind that threatens to obliterate her.;/oLQlUUSlI669r1bgQ7AlnjcrrvC.jpg;Horror, Thriller, Science Fiction
4904;Bad Taste;01/12/1987;A team from the intergalactic fast food chain Crumb's Crunchy Delights descends on Earth, planning to make human flesh the newest taste sensation. After they wipe out the New Zealand town Kaihoro, the countryâ€™s Astro-Investigation and Defense Service (AIaDS) is called in to deal with the problem. Things are complicated due to Giles, an aid worker who comes to Kaihoro the same day to collect change from the residents. He is captured by the aliens, and AIaDS stages a rescue mission that quickly becomes an all-out assault on the aliensâ€™ headquarters.;/f0QHSGkvgjvXlmPfIaoco1jxLh6.jpg;Action, Comedy, Horror, Science Fiction
4905;Inside;13/06/2007;Four months after the death of her husband, a woman on the brink of motherhood is tormented in her home by a strange woman who wants her unborn baby.;/f9moV5ksoyOjWQvYc13vQZR4hPv.jpg;Horror, Thriller
4906;Escobar: Paradise Lost;11/10/2014;For Pablo Escobar family is everything. When young surfer Nick falls for Escobar's niece, Maria, he finds his life on the line when he's pulled into the dangerous world of the family business.;/4HngNLzCmUYCPB8FbxSZWN0eDKM.jpg;Thriller, Romance
4907;7500;26/12/2019;When terrorists try to seize control of a Berlin-Paris flight, a soft-spoken young American co-pilot struggles to save the lives of the passengers and crew while forging a surprising connection with one of the hijackers.;/hL2uecLh2rTTbuVbOriXP0PhqIJ.jpg;Drama, Thriller, Action
4908;Bring It On: All or Nothing;08/08/2006;A transfer student at a rough high school tries joining the cheer-leading squad and finds that she not only has to face off against the head cheerleader, but also against her former school in preparation for a cheer-off competition.;/f22svXDZLmuW69lXHIrmHvmdSuL.jpg;Comedy
4909;Before the Flood;21/10/2016;A look at how climate change affects our environment and what society can do to prevent the demise of endangered species, ecosystems, and native communities across the planet.;/2fFTLaLbm8Ak7JBSYQ8Mb3jcFx9.jpg;Documentary
4911;Who's Afraid of Virginia Woolf?;22/06/1966;A history professor and his wife entertain a young couple who are new to the university's faculty. As the drinks flow, secrets come to light, and the middle-aged couple unload onto their guests the full force of the bitterness, dysfunction, and animosity that defines their marriage.;/wF7ihB5V5gSm6zxjv3ZhHOpgREI.jpg;Drama
4912;Chinese Zodiac;20/12/2012;Asian Hawk leads a mercenary team to recover several lost artifacts from the Old Summer Palace, the bronze heads of the 12 Chinese Zodiac animals which were sacked by the French and British armies from the imperial Summer Palace in Beijing in 1860. Assisted by a Chinese student & a Parisian lady, Hawk stops at nothing to accomplish the mission.;/1hTpptSqKEAXnLVDPoLL1tyFojd.jpg;Action, Adventure
4913;Loose Cannons;12/02/2010;Tommaso is the youngest son of the Cantones, a large, traditional southern Italian family operating a pasta-making business since the 1960s. On a trip home from Rome, where he studies literature and lives with his boyfriend, Tommaso decides to tell his parents the truth about himself. But when he is finally ready to come out in front of the entire family, his older brother Antonio ruins his plans.;/gYSXvD0sB2MRXF5YreSWtdcW4Jv.jpg;Comedy, Drama, Romance
4914;Radioactive;11/03/2020;The story of Nobel Prize winner Marie Curie and her extraordinary scientific discoveriesâ€”through the prism of her marriage to husband Pierreâ€”and the seismic and transformative effects their discovery of radium had on the 20th century.;/akHIQu8W3rOgT28r25ggXaKcQIr.jpg;Drama, Romance, History
4915;Free Fall;27/05/2013;A promising career with the police, a baby on the way... Marc's life seems to be right on track. Then he meets fellow policeman Kay and during their regular jogs Marc experiences a never-before-felt sense of ease and effortlessness -- and what it means to fall in love with another man.;/fNmiRDUoAPmfS6q6HW5OH7q4VYA.jpg;Drama, Romance
4916;Lost Bullet;19/06/2020;A small time delinquent, turned police mechanic for a go fast task force, is forced to defend his innocence when his mentor is killed by dirty cops.;/qnlChF8U4diiykXQYs1miigGy7t.jpg;Action, Thriller, Crime
4917;What About Bob?;17/05/1991;"Before going on vacation, self-involved psychiatrist Dr. Leo Marvin has the misfortune of taking on a new patient: Bob Wiley. An exemplar of neediness and a compendium of phobias, Bob follows Marvin to his family's country house. Dr. Marvin tries to get him to leave; the trouble is, everyone loves Bob. As his oblivious patient makes himself at home, Dr. Marvin loses his professional composure and, before long, may be ready for the loony bin himself.";/q2FCvI3kkumL00uHaTo5PHF5Af.jpg;Comedy
4918;The Sisterhood of the Traveling Pants 2;06/08/2008;"Four young women continue the journey toward adulthood that began with ""The Sisterhood of the Traveling Pants."" Now three years later, these lifelong friends embark on separate paths for their first year of college and the summer beyond, but remain in touch by sharing their experiences with each other.";/bAdkVOD91jCHos4163qyVu1TFua.jpg;Adventure, Comedy, Drama
4919;Watch Out, We're Mad;29/03/1974;After a tied 1st place in a local stunt race, two drivers start a contest to decide who of them will own the prize, a dune buggy. But when a mobster destroys the car, they are determined to get it back.;/nsnVnZDqlpe6CHENnapq19RGRzC.jpg;Action, Comedy
4920;Dude;20/04/2018;Four best friends negotiate loss and major life changes during the last two weeks of high school.;/vh4K737r0ZjrioIjHcs7ktV8RFO.jpg;Comedy
4921;One Piece Film Red;06/08/2022;Uta â€” the most beloved singer in the world. Her voice, which she sings with while concealing her true identity, has been described as â€œotherworldly.â€ She will appear in public for the first time at a live concert. As the venue fills with all kinds of Uta fans â€” excited pirates, the Navy watching closely, and the Straw Hats led by Luffy who simply came to enjoy her sonorous performance â€” the voice that the whole world has been waiting for is about to resound.;/ogDXuVkO92GcETZfSofXXemw7gb.jpg;Animation, Adventure, Action, Fantasy
4922;Border;27/09/2018;When a border guard with a sixth sense for identifying smugglers encounters the first person she cannot prove is guilty, she is forced to confront terrifying revelations about herself and humankind.;/8KzOTRlKjdAKQTemV41hq86ldFS.jpg;Fantasy, Drama, Crime
4923;Thesis;11/04/1996;While doing a thesis about violence, Ãngela finds a snuff video where a girl is tortured to death. Soon she discovers that the girl was a former student at her college...;/m9o1oQrCBgL3EnvCqBr7xQ2Haco.jpg;Horror, Thriller
4924;The Runaways;19/03/2010;Joan Jett and Cherie Currie, two rebellious teenagers from Southern California, become the frontwomen for The Runaways -- the now-legendary group that paved the way for future generations of female rockers. Under the Svengali-like influence of impresario Kim Fowley, the band becomes a huge success.;/byeTXKg9paqiFQbtfI28FOIhebg.jpg;Music, Drama, History
4925;Dragon Ball Z: The Return of Cooler;07/03/1992;Cooler has resurrected himself as a robot and is enslaving the people of New Namek. Goku and the gang must help.;/zJn14ySh0NTZCOIReQZiWE1fkje.jpg;Action, Animation, Science Fiction
4926;Fatman;19/10/2020;A rowdy, unorthodox Santa Claus is fighting to save his declining business. Meanwhile, Billy, a neglected and precocious 12 year old, hires a hit man to kill Santa after receiving a lump of coal in his stocking.;/4n8QNNdk4BOX9Dslfbz5Dy6j1HK.jpg;Action, Comedy, Fantasy
4927;Attraction;26/01/2017;After an alien ship crash lands in a Russian city, many who see the inside and the occupants start to question their own existence while others demand the aliens leave Earth.;/uMr2lXCh8PuGBhCIosjknQRv1iT.jpg;Drama, Romance, Science Fiction, Adventure
4928;Ruby & Quentin;22/10/2003;After hiding his loot and getting thrown in jail, Ruby, a brooding outlaw encounters Quentin, a dim-witted and garrulous giant who befriends him. After Quentin botches a solo escape attempt, they make a break together. Unable to shake the clumsy Quentin Ruby is forced to take him along as he pursues his former partners in crime to avenge the death of the woman he loved and get to the money.;/cVmCfQJ1U744FsWWJmeK5bujy2d.jpg;Comedy, Crime
4930;Wounds;26/01/2019;Disturbing and mysterious things begin to happen to a bartender in New Orleans after he picks up a phone left behind at his bar.;/j1omoZD5ExFvjm1JM7n35UccXf9.jpg;Horror, Mystery, Thriller
4931;Flyboys;22/09/2006;The adventures of the Lafayette Escadrille, young Americans who volunteered for the French military before the U.S. entered World War I, and became the country's first fighter pilots.;/xezeqrrno6ytLyLrbTXRGUk4rdu.jpg;Action, Adventure, Drama, History, Romance, War
4932;Jessabelle;07/11/2014;A young woman recuperating at her father's run-down home after a tragic accident soon encounters a terrifying presence with a connection to her long-deceased mother.;/oyszsO25OfSxkxhKCCnk9ZrAjkp.jpg;Thriller, Horror
4933;True Memoirs of an International Assassin;11/11/2016;After a publisher changes a writer's debut novel about a deadly assassin from fiction to nonfiction, the author finds himself thrust into the world of his lead character, and must take on the role of his character for his own survival.;/hPoSSqDqkKSIP2l3t6pyre9u5Ze.jpg;Comedy, Action
4935;Phenomena;25/01/1985;A young girl, with an amazing ability to communicate with insects, is transferred to an exclusive Swiss boarding school, where her unusual capability might help solve a string of murders.;/dhk14s8ogQkbf6re3HLKV2UBHjx.jpg;Horror, Thriller
4936;The Week Of;27/04/2018;The parents of a soon-to-be married couple make the final preparations for the wedding ceremony.;/2MW56TDpVEv4Zi8VyclL35VxhTM.jpg;Comedy
4937;Caligula;14/08/1979;The perversion behind imperial Rome, the epic story of Rome's mad Emporer. All the details of his cruel, bizarre reign are revealed right here: His unholy sexual passion for his sister, his marriage to Rome's most infamous prostitute, his fiendishly inventive means of disposing those who would oppose him, and more.;/4N4l873TVreuaR4FVpvaL2gfQ0N.jpg;Drama, History, Romance
4938;The Hunchback of Notre Dame II;05/02/2002;Now that Frollo is gone, Quasimodo rings the bell with the help of his new friend and Esmeralda's and Phoebus' little son, Zephyr. But when Quasi stops by a traveling circus owned by evil magician Sarousch, he falls for Madellaine, Sarouch's assistant.;/vbwmvaEPg4m2iS7IGwXuvUVAbns.jpg;Animation, Family, Comedy
4939;Book of Shadows: Blair Witch 2;27/10/2000;Young adults become fascinated by the events of the three missing filmmakers in Maryland, so they decide to go into the same woods and find out what really happened.;/l1jF93S9FYbzp3Byh5VUA1KApSJ.jpg;Mystery, Thriller, Horror
4940;Invasion;01/01/2020;Two years after the fall of the alien ship, the life of a young woman from Moscow has been changed forever. Her growing powers are now at the focus of both human and celestial investigation: an alien force takes an interest in her, and will stop short of nothing, including an invasion. Can love and compassion save humanity, when faced with a much greater and more demanding test this time?;/dqKqzcdhtJwOhjqe89RTURqILtl.jpg;Science Fiction, Drama, Action
4941;The Homesman;18/05/2014;When three women living on the edge of the American frontier are driven mad by harsh pioneer life, the task of saving them falls to the pious, independent-minded Mary Bee Cuddy. Transporting the women by covered wagon to Iowa, she soon realizes just how daunting the journey will be, and employs a low-life drifter, George Briggs, to join her. The unlikely pair and the three women head east, where a waiting minister and his wife have offered to take the women in. But the group first must traverse the harsh Nebraska Territories marked by stark beauty, psychological peril and constant threat.;/eGpuOhkm1wG2AxEJShazH5NVGAO.jpg;Western, Drama
4943;Late Night;25/01/2019;A legendary late-night talk show host's world is turned upside down when she hires her only female staff writer. Originally intended to smooth over diversity concerns, her decision has unexpectedly hilarious consequences as the two women separated by culture and generation are united by their love of a biting punchline.;/xxwb5KBqS0SHsUcyLgWMk3vuVxY.jpg;Comedy, Drama
4944;Nicky Larson and the Cupid's Perfume;06/02/2019;Nicky Larson is tasked to recover the perfume of Cupid, a perfume that would make anyone who uses it irresistible.;/rrwejDUmCSaca2Afubznkdp3ogB.jpg;Adventure, Comedy
4945;The Man Who Invented Christmas;12/10/2017;"In 1843, despite the fact that Dickens is a successful writer, the failure of his latest book puts his career at a crossroads, until the moment when, struggling with inspiration and confronting reality with his childhood memories, a new character is born in the depths of his troubled mind; an old, lonely, embittered man, so vivid, so human, that a whole world grows around him, a story so inspiring that changed the meaning of Christmas forever.";/qRkzRue5rTzB6PESXBJCKqROOXC.jpg;Drama, History, Comedy, Family
4946;13;12/03/2010;A naive young man assumes a dead man's identity and finds himself embroiled in an underground world of power, violence, and chance where men gamble behind closed doors on the lives of other men.;/eJAVjARKe3YBabnbhdbYWXD7Hdg.jpg;Drama, Thriller
4947;Spider;06/11/2002;A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood.;/zvm4WuYxTiGkRagRqHUey0meRQL.jpg;Drama, Mystery, Thriller
4948;Ramona and Beezus;23/07/2010;Ramona is a little girl with a very big imagination and a nose for mischief. Her playful antics keep everyone in her loving family on their toes, including her older sister Beezus, who's just trying to survive her first year of high school. Through all the ups and downs of childhood, Ramona and Beezus learn that anything's possible when you believe in yourself and rely on each other.;/nBdwz67TKj9HDwpSxnCKIkXCQkp.jpg;Comedy, Family
4949;The Last Days on Mars;11/08/2013;On the last day of the first manned mission to Mars, a crew member of Tantalus Base believes he has made an astounding discovery â€“ fossilized evidence of bacterial life. Unwilling to let the relief crew claim all the glory, he disobeys orders to pack up and goes out on an unauthorized expedition to collect further samples. But a routine excavation turns to disaster when the porous ground collapses and he falls into a deep crevice. His devastated colleagues attempt to recover his body. However, when another vanishes, they start to suspect that the life-form they have discovered is not without danger.;/kxcQkAhpn8cvJTsU8PXblI5Qq8F.jpg;Science Fiction, Thriller, Horror
4950;Prospect;02/10/2018;A teenage girl and her father travel to a remote alien moon, aiming to strike it rich. They've secured a contract to harvest a large deposit of the elusive gems hidden in the depths of the moon's toxic forest. But there are others roving the wilderness and the job quickly devolves into a fight to survive.;/1HpAwszXLsD8GeypDzK0me7fPFA.jpg;Science Fiction
4951;Buffy the Vampire Slayer;24/07/1992;Blonde, bouncy Buffy is your typical high school cheerleader. But all that changes when a strange man informs her she's been chosen by fate to kill vampires.;/q72hZtWIxmHuJASMGUWQSqujyxY.jpg;Action, Comedy, Horror
4952;Dragon Ball Z: Fusion Reborn;04/03/1995;Not paying attention to his job, a young demon allows the evil cleansing machine to overflow and explode, turning the young demon into the infamous monster Janemba. Goku and Vegeta make solo attempts to defeat the monster, but realize their only option is fusion.;/7AHvaEAeQfkfJ4OqcBePxa2ao09.jpg;Animation, Action, Fantasy, Science Fiction
4953;Throne of Blood;15/01/1957;"Returning to their lord's castle, samurai warriors Washizu and Miki are waylaid by a spirit who predicts their futures. When the first part of the spirit's prophecy comes true, Washizu's scheming wife, Asaji, presses him to speed up the rest of the spirit's prophecy by murdering his lord and usurping his place. Director Akira Kurosawa's resetting of William Shakespeare's ""Macbeth"" in feudal Japan is one of his most acclaimed films.";/iDmEAMZd3eYxfcK9EXVOddtEb7e.jpg;Drama, History
4954;My King;16/05/2015;Tony is admitted to a rehabilitation center after a serious ski accident. Dependent on the medical staff and pain relievers, she takes time to look back on a turbulent relationship that she experienced with Georgio.;/cnt5NIuHze4x2cjYO76XyATgmM8.jpg;Drama, Romance
4955;Terminal;10/05/2018;In the dark heart of a sprawling, anonymous city, two assassins carry out a sinister mission, a teacher battles a fatal illness, and an enigmatic janitor and a curious waitress lead dangerous double lives.  Murderous consequences unravel in the dead of night, as their lives intertwine at the hands of a mysterious criminal mastermind who is hell-bent on revenge.;/xi7pA3lL6Wb78p6Y6PgWoHDMjrM.jpg;Crime, Drama, Thriller
4956;Murder by Death;23/06/1976;Lionel Twain invites the world's five greatest detectives to a 'dinner and murder'. Included are a blind butler, a deaf-mute maid, screams, spinning rooms, secret passages, false identities and more plot turns and twists than are decently allowed.;/9HlvA3JUn0yuUvWUXJTfMJB1Vge.jpg;Comedy, Crime, Mystery, Thriller
4957;The Secret of NIMH;17/06/1982;A widowed field mouse must move her family -- including an ailing son -- to escape a farmer's plow. Aided by a crow and a pack of superintelligent, escaped lab rats, the brave mother struggles to transplant her home to firmer ground.;/bqH0pbnt92C8WJ3lwLhllQZndeY.jpg;Family, Animation, Fantasy, Adventure
4958;Animal Kingdom;03/06/2010;Joshua â€œJâ€ is taken in by his extended family after his mother dies of an overdose. The clan, ruled by Jâ€™s scheming grandmother, is heavily involved in criminal activities, and J is soon indoctrinated into their way of life. But J is given a chance to take another path when a cop seeks to help him.;/zhj8YPQKuRev5N3KoHacsPnF4mB.jpg;Crime, Drama
