Id_Pelicula;Titulo_original;Fecha_estreno;Descripcion;Cartel_path;Genero_Pelicula
3584;Starstruck;14/02/2010;Pop star Christopher Wilde has fame, fortune and a big-budget Hollywood movie awaiting him. But after meeting Jessica Olson, a down-to-earth girl from the Midwest, he is faced with following his heart or doing what's best for his career.;/kuyJuNiiZvu5iNr8Dgv5y75v1uc.jpg;Romance, Comedy, TV Movie, Music
3585;Righteous Kill;11/09/2008;"Two veteran New York City detectives work to identify the possible connection between a recent murder and a case they believe they solved years ago; is there a serial killer on the loose, and did they perhaps put the wrong person behind bars?";/riskU1joB032Dm1tPLPpDKzAbwi.jpg;Action, Crime, Drama, Thriller
3586;This Is England;12/09/2006;A story about a troubled boy growing up in England, set in 1983. He comes across a few skinheads on his way home from school, after a fight. They become his new best friends, even like family. Based on experiences of director Shane Meadows.;/zzbVtj7qSVLig1sEgGDXJDPhaXF.jpg;Drama, Crime
3587;Innerspace;01/07/1987;Test pilot Tuck Pendleton volunteers to test a special vessel for a miniaturization experiment. Accidentally injected into a neurotic hypochondriac, Jack Putter, Tuck must convince Jack to find his ex-girlfriend, Lydia Maxwell, to help him extract Tuck and his ship and re-enlarge them before his oxygen runs out.;/A4azclZQjqeQxXvcok3rdUmuq8a.jpg;Action, Comedy, Science Fiction
3588;Forever My Girl;26/01/2018;After being gone for a decade, a country star returns home to the love he left behind.;/bKqdggnIPeOI15VqtBZTkvh4hA9.jpg;Romance, Drama, Music
3589;Halloween: Resurrection;01/07/2002;Serial Killer Michael Myers is not finished with Laurie Strode, and their rivalry finally comes to an end. But is this the last we see of Myers? Freddie Harris and Nora Winston are reality programmers at DangerTainment, and are planning to send a group of 6 thrill-seeking teenagers into the childhood home of Myers. Cameras are placed all over the house and no one can get out of the house... and then Michael arrives home!;/1mlKwbNzJCGzqe4i0ZEJtUUL290.jpg;Horror, Thriller
3590;Taxi 4;10/02/2007;Before being extradited to Africa to stand trial, a notorious Belgian criminal is entrusted to the Marseilles police department for less than 24 hours. But the wily crook convinces bumbling policeman Emilien he's a lowly Belgian embassy employee who got railroaded by the brilliant master criminal.;/8OoVXQo23kgMw4ooLfi2mDGVfUE.jpg;Action, Comedy
3591;The Upside;10/01/2019;Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom.;/hPZ2caow1PCND6qnerfgn6RTXdm.jpg;Comedy, Drama
3592;Personal Shopper;19/10/2016;Maureen, mid-20s, is a personal shopper for a media celebrity. The job pays for her stay in Paris, a city she refuses to leave until she makes contact with her twin brother who previously died there. Her life becomes more complicated when a mysterious person contacts her via text message.;/cdm6qZgmbaIwjKBZnUSGWS4eyM2.jpg;Drama, Mystery, Thriller
3593;Home Again;07/09/2017;Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.;/pE4VHzhDZgvbx2QOllaXXPADiW1.jpg;Comedy, Drama, Romance
3594;Out of Sight;26/06/1998;Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves â€¦ and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law.;/v49q7AMR3pB4M762woWB1NYMCLF.jpg;Romance, Comedy, Crime
3595;Babe: Pig in the City;25/11/1998;Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm.;/glO6LcTWUZcbxWT2SB4eRDnFSsP.jpg;Adventure, Comedy, Drama, Family, Fantasy
3596;Sabrina;10/09/1954;Linus and David Larrabee are the two sons of a very wealthy family. Linus is all work â€“ busily running the family corporate empire, he has no time for a wife and family. David is all play â€“ technically he is employed by the family business, but never shows up for work, spends all his time entertaining, and has been married and divorced three times. Meanwhile, Sabrina Fairchild is the young, shy, and awkward daughter of the household chauffeur, who goes away to Paris for two years, and returns to capture David's attention, while falling in love with Linus.;/r8woenvB9eqnlgXDzSt3pWTfWzq.jpg;Comedy, Romance
3597;Home Alone 4;03/11/2002;Kevin McCallister's parents have split up. Now living with his mom, he decides to spend Christmas with his dad at the mansion of his father's rich girlfriend, Natalie. Meanwhile robber Marv Merchants, one of the villains from the first two movies, partners up with a new criminal named Vera to hit Natalie's mansion.;/qRktvMOO2QaCL7gvNyvZDoxPOZj.jpg;Comedy, Family, TV Movie
3598;The Last Castle;19/10/2001;A court-martialed general rallies together 1200 inmates to rise against the system that put him away.;/9OHuF3SFLc16XnSkosAAlFbI1YD.jpg;Action, Drama, Thriller
3599;Second Act;22/11/2018;Maya, a 40-year-old woman struggling with frustrations from unfulfilled dreams. Until that is, she gets the chance to prove to Madison Avenue that street smarts are as valuable as book smarts, and that it is never too late for a second act.;/maUMIZVGs8g1hYtq4dQ9Lg9FtVF.jpg;Romance, Comedy
3600;Mallrats;20/10/1995;Both dumped by their girlfriends, two best friends seek refuge in the local mall. Eventually, they decide to try and win back their significant others and take care of their respective nemeses.;/kNm0AQFIc4nlzCd8Nqvbb5gccAV.jpg;Romance, Comedy
3601;Time Lapse;24/05/2014;Three friends discover a mysterious machine that takes pictures 24 hours into the future and conspire to use it for personal gain, until disturbing and dangerous images begin to develop.;/2E3neQ7IKjttHKDQm0uzJMSY3vW.jpg;Thriller, Science Fiction, Mystery, Horror
3602;Superman IV: The Quest for Peace;24/07/1987;With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.;/vhs3P0JwqzlgfBqhjnCWDEOtDmS.jpg;Action, Adventure, Science Fiction
3603;Hop;30/03/2011;E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In L.A., he's taken in by Fred after the out-of-work slacker hits E.B. with his car.;/hRa9MJTgCbSuL3h2CVPwUdYOWJH.jpg;Animation, Comedy, Family
3604;The Rum Diary;13/10/2011;Tired of the noise and madness of New York and the crushing conventions of late Eisenhower-era America, itinerant journalist Paul Kemp travels to the pristine island of Puerto Rico to write for a local San Juan newspaper run by the downtrodden editor Lotterman. Adopting the rum-soaked lifestyle of the late â€˜50s version of Hemingwayâ€™s 'The Lost Generation', Paul soon becomes entangled with a very attractive American woman and her fiancÃ©e, a businessman involved in shady property development deals.Â  It is within this world that Kemp ultimately discovers his true voice as a writer and integrity as a man.;/8xmzSn5Qd3lX9iqrkoY27wMRE3O.jpg;Comedy, Drama
3605;Beneath the Planet of the Apes;23/04/1970;The sole survivor of an interplanetary rescue mission discovers a planet ruled by apes, and an underground city run by telepathic humans.;/szHCeYwi4ubewuYnlnz0YGqWnQC.jpg;Adventure, Science Fiction, Mystery
3606;Pig;16/07/2021;A truffle hunter who lives alone in the Oregon wilderness must visit Portland to find the mysterious person who stole his beloved foraging pig.;/1InMm4Mbjx8wCKvIy5gglo5i3HN.jpg;Drama, Thriller
3607;Amy;03/07/2015;A documentary on the life of Amy Winehouse, the immensely talented yet doomed songstress. We see her from her teen years, where she already showed her singing abilities, to her finding success and then her downward spiral into alcoholism and drugs.;/qL0RepWSNUuZoeDXfyhqowVYhrn.jpg;Documentary, Music
3608;In Her Shoes;07/10/2005;Irresponsible party girl, Maggie is kicked out of her father's and stepmother's homeâ€”where she lives for freeâ€”and is taken in by her hard-working sister, Philadelphia lawyer, Rose. After Maggie's disruptive ways ruin her sister's love life, Rose turns her out as well. But when their grandmother, who they never knew existed, comes into their lives, the sisters face some complicated truths about themselves and their family.;/4x1w6GD9XZvMpBlc44bXLjCbQDj.jpg;Comedy, Drama, Romance
3609;Lost in Space;03/04/1998;The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.;/4miEpZmUOMqV8P0T6oq5HVBiVHw.jpg;Science Fiction, Adventure
3610;RoboCop 3;28/05/1993;The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, RoboCop must decide where his loyalties lie.;/ppLSSwCuC5ERRWbu9H3R8SPL9AM.jpg;Action, Adventure, Crime, Science Fiction, Thriller
3611;The Lodge;16/01/2020;When a father is forced to abruptly depart for work, he leaves his children, Aidan and Mia, at their holiday home in the care of his new girlfriend, Grace. Isolated and alone, a blizzard traps them inside the lodge as terrifying events summon specters from Grace's dark past.;/yake2myhbW7c6dKbmwYDy1i40bm.jpg;Drama, Horror, Thriller
3612;Domino;14/10/2005;The story of the life of Domino Harvey, who abandoned her career as a Ford model to become a bounty hunter.;/pZdIfYkM5kV5BaUDYzwzgmpUxno.jpg;Action, Crime
3613;Soul Surfer;08/04/2011;The true story of teen surfer Bethany Hamilton, who lost her arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.;/urLCQDCOITabAud39ZwLbNFBrc4.jpg;Family, Drama
3614;Analyze That;06/12/2002;The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress.;/q3R6Hno3WFfIkHQg7CeVAEOcHQQ.jpg;Comedy, Crime
3615;Rescue Dawn;09/09/2006;A US Fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.;/7a99nU5k9e3FhBNWfPzR3yRMArl.jpg;Adventure, Drama, War
3616;The Ward;13/09/2010;Kristen, a troubled young woman, is captured by the police after burning down a farmhouse and is locked in the North Bend Psychiatric Hospital. Soon, she begins to suspect that the place has a dark secret at its core and she's determined to find out what it is.;/x2dqoY5cYop46SKebNXRNL5EXEM.jpg;Horror, Mystery
3617;Gomorrah;16/05/2008;"An inside look at Italy's modern-day crime families, the Camorra in Naples and Caserta. Based on a book by Roberto Saviano. Power, money and blood: these are the ""values"" that the residents of the Province of Naples and Caserta have to face every day. They hardly ever have a choice and are forced to obey the rules of the Camorra. Only a lucky few can even think of leading a normal life.";/swX2DCJYfR1BIG5Q81vKqBl9vf7.jpg;Drama, Crime
3619;Polisse;06/10/2011;Paris, France. Fred and his colleagues, members of the BPM, the Police Child Protection Unit, dedicated to pursuing all sorts of offenses committed against the weakest, must endure the scrutiny of Melissa, a photographer commissioned to graphically document the daily routine of the team.;/cKs3XSFVbFeZcH3g9geAvr6ApOl.jpg;Drama, Thriller
3620;Someone Great;19/04/2019;An aspiring music journalist lands her dream job and is about to move to San Francisco when her boyfriend of nine years decides to call it quits. To nurse her broken heart, she and her two best friends spend one outrageous last adventure in New York City.;/h0nz5lIBXeUZChBNfwL08bLWQaU.jpg;Comedy, Romance
3621;Headhunters;26/08/2011;An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.;/ll32Hyillq6VSC1F7v4m2uZjGKI.jpg;Thriller, Crime, Action
3622;Shall We Dance?;15/10/2004;Upon first sight of a beautiful instructor, a bored and overworked estate lawyer signs up for ballroom dancing lessons.;/aGIyiQv08Gw1HO5BV1yrwCWtGHC.jpg;Drama, Romance, Comedy
3623;Deep Water;18/03/2022;Vic and Melinda Van Allen are a couple in the small town of Little Wesley. Their loveless marriage is held together only by a precarious arrangement whereby, in order to avoid the messiness of divorce, Melinda is allowed to take any number of lovers as long as she does not desert her family.;/6yRMyWwjuhKg6IU66uiZIGhaSc8.jpg;Drama, Mystery, Thriller
3624;The International;03/02/2009;An interpol agent and an attorney are determined to bring one of the world's most powerful banks to justice. Uncovering money laundering, arms trading, and conspiracy to destabilize world governments, their investigation takes them from Berlin, Milan, New York and Istanbul. Finding themselves in a chase across the globe, their relentless tenacity puts their own lives at risk.;/2r8qgOaBy6EiKbKRLwurjmHIgFs.jpg;Action, Thriller, Drama, Crime
3625;October Sky;19/02/1999;Based on the true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes, and eventually became a NASA scientist.;/iZiHYgDjt1A03QJwCnQsDvmZtCR.jpg;Drama, Family
3626;The Experiment;15/07/2010;20 men are chosen to participate in the roles of guards and prisoners in a psychological study that ultimately spirals out of control.;/zy6hJYii2PJfMRoUBlULhfuLsgL.jpg;Thriller, Drama
3627;Cashback;17/01/2007;After a painful breakup, Ben develops insomnia. To kill time, he starts working the late night shift at the local supermarket, where his artistic imagination runs wild.;/9KlMglIBYxreQTEXxHJWiSrYPD2.jpg;Drama, Comedy, Romance
3628;Pieces of a Woman;30/12/2020;When a young mother's home birth ends in unfathomable tragedy, she begins a year-long odyssey of mourning that fractures relationships with loved ones in this deeply personal story of a woman learning to live alongside her loss.;/OgUfLlhfBFx5BPK6LzBWFvBW1w.jpg;Drama
3629;The Dirt;22/03/2019;The story of MÃ¶tley CrÃ¼e and their rise from the Sunset Strip club scene of the early 1980s to superstardom.;/xGY5rr8441ib0lT9mtHZn7e8Aay.jpg;Drama, Music, History, Comedy
3630;A Christmas Story;18/11/1983;The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.;/f3VITMLSmP3Ai65AvXT54RcF5Sw.jpg;Comedy, Family
3631;Vampires;30/10/1998;The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.;/iBkoNEyjXNlruGxuiBbUS4iReeq.jpg;Action, Fantasy, Horror
3632;Open Season 2;24/09/2008;After falling head over hooves in love with Giselle, Elliot's road to the altar takes a slight detour when Mr. Weenie is kidnapped by a group of pampered pets determined to return him to his owners.;/lM4bahouPblYcfngZtnNSkaWxCU.jpg;Adventure, Animation, Comedy, Family
3633;Secret of the Wings;17/08/2012;Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.;/bnbzEKX9LgDuJ0VBGm5d60mKDaR.jpg;Animation, Family, Fantasy, Adventure
3634;I Kill Giants;15/11/2017;Sophia, a new high school student, tries to make friends with Barbara, who tells her that â€œshe kills giants,â€ protecting this way her hometown and its inhabitants, who do not understand her strange behavior.;/cvit6HDbXHE6W5kGPd47jd0wthQ.jpg;Fantasy, Drama
3635;Victoria;11/06/2015;A young Spanish woman who has newly moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.;/9P8QgfoMcFX7vp2Gj2cYFecHVRZ.jpg;Crime, Thriller, Romance
3636;The Laundromat;27/09/2019;When her idyllic vacation takes an unthinkable turn, Ellen Martin begins investigating a fake insurance policy, only to find herself down a rabbit hole of questionable dealings that can be linked to a Panama City law firm and its vested interest in helping the world's wealthiest citizens amass larger fortunes.;/hwNMJgbiUUvPCxsnADjbV9ysM5j.jpg;Drama, Crime, Comedy
3637;Brick;31/03/2006;After a phone call from his ex-girlfriend, teenage loner Brendan Frye learns that her dead body was found. Vowing to solve her murder himself, he must infiltrate high-school cliques that he previously avoided. His search for the truth brings him before some of the schoolâ€™s roughest characters.;/5WVk8JpNIxepn4fpZzQeCumkOL5.jpg;Drama, Mystery
3638;Eight Legged Freaks;17/07/2002;The residents of a rural mining town discover that an unfortunate chemical spill has caused hundreds of little spiders to mutate overnight to the size of SUVs. It's then up to mining engineer Chris McCormack and Sheriff Sam Parker to mobilize an eclectic group of townspeople, including the Sheriff's young son, Mike, her daughter, Ashley, and paranoid radio announcer Harlan, into battle against the bloodthirsty eight-legged beasts.;/1hf7x6WmyXtL1MlY4eSlTbZ8Nzu.jpg;Action, Comedy, Horror, Thriller
3639;Blow-Up;18/12/1966;A successful mod photographer in London whose world is bounded by fashion, pop music, marijuana, and easy sex, feels his life is boring and despairing. But in the course of a single day he unknowingly captures a death on film.;/tiq3QOrJqlVlN8q6bJqVsTzKyrb.jpg;Drama, Mystery, Thriller
3640;22 Bullets;23/03/2010;Charly MatteiÌˆ has turned his back on his life as an outlaw. For the last three years, he's led a peaceful life devoting himself to his wife and two children. Then, one winter morning, he's left for dead in the parking garage in Marseille's Old Port, with 22 bullets in his body. Against all the odds, he doesn't die...;/4spRV4Qw0YGaWBHYJ6enu84sR81.jpg;Drama, Crime, Thriller
3641;The Package;10/08/2018;When a group of teenagers goes on a spring break camping trip, an unfortunate accident sets off a race to save their friendâ€™s most prized possession.;/70mP0nwUmtaL44Y8aoUn6uBjJON.jpg;Comedy
3642;Jolt;15/07/2021;A bouncer with an anger management problem goes on a furious and resentful rampage after the murder of a friend.;/gYZAHan5CHPFXORpQMvOjCTug4E.jpg;Action, Thriller
3643;Valhalla Rising;04/09/2009;Scandinavia, 1,000 AD. For years, One Eye, a mute warrior of supernatural strength, has been held prisoner by the Norse chieftain Barde. Aided by Are, a boy slave, One Eye slays his captor and together he and Are escape, beginning a journey into the heart of darkness. On their flight, One Eye and Are board a Viking vessel, but the ship is soon engulfed by an endless fog that clears only as the crew sights an unknown land. As the new world reveals its secrets and the Vikings confront their terrible and bloody fate, One Eye discovers his true self.;/7LBMcAx6XHwEduIsBYipvUke9n.jpg;Adventure, Drama, Action, Fantasy
3644;A-X-L;23/08/2018;The life of a teenage boy is forever altered by a chance encounter with cutting edge military technology.;/9kB56ZdMB6RgY5QtX9Bar45jCeI.jpg;Science Fiction, Action, Adventure, Family
3645;All Eyez on Me;12/06/2017;All Eyez on Me chronicles the life and legacy of Tupac Shakur, including his rise to superstardom as a hip-hop artist, actor, poet and activist, as well as his imprisonment and prolific, controversial time at Death Row Records. Against insurmountable odds, Tupac rose to become a cultural icon whose career and persona both continue to grow long after his passing.;/zmgsaKFWbmZ1Grz4SO0PLNxilv3.jpg;History, Drama, Music
3646;Nick and Norah's Infinite Playlist;03/10/2008;Nick cannot stop obsessing over his ex-girlfriend, Tris, until Tris' friend Norah suddenly shows interest in him at a club. Thus begins an odd night filled with ups and downs as the two keep running into Tris and her new boyfriend while searching for Norah's drunken friend, Caroline, with help from Nick's band mates. As the night winds down, the two have to figure out what they want from each other.;/cndxWgZEHnSUtytrMjal97ye34E.jpg;Comedy, Music, Drama
3647;Mary Shelley's Frankenstein;04/11/1994;"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.";/bOwCAQsZlEKrwhPi1ejY6BS8jpL.jpg;Drama, Horror, Science Fiction, Romance
3648;For the Birds;02/11/2000;One by one, a flock of small birds perches on a telephone wire. Sitting close together has problems enough, and then comes along a large dopey bird that tries to join them. The birds of a feather can't help but make fun of him - and their clique mentality proves embarrassing in the end.;/50j57HZij4mR1wZCNAAdXzTyeCq.jpg;Animation, Family, Comedy
3649;Miracles from Heaven;17/03/2016;When Christy discovers her 10-year-old daughter Anna has a rare, incurable disease, she becomes a ferocious advocate for her daughterâ€™s healing as she searches for a solution. After Anna has a freak accident and falls three stories, a miracle unfolds in the wake of her dramatic rescue that leaves medical specialists mystified, her family restored and their community inspired.;/hz9VF1TfaM0D04pYneSXUkNeOZv.jpg;Family, Drama
3650;Fast Times at Ridgemont High;13/08/1982;Based on the real-life adventures chronicled by Cameron Crowe, Fast Times follows a group of high school students growing up in Southern California. Stacy Hamilton and Mark Ratner are looking for a love interest, and are helped along by their older classmates, Linda Barrett and Mike Damone, respectively. At the center of the film is Jeff Spicoli, a perpetually stoned surfer who faces-off with the resolute Mr. Handâ€”a man convinced that everyone is on dope.;/s1DA8H7qwoOcAEhow2rCzuQtpuO.jpg;Comedy
3651;Inspector Gadget;23/07/1999;"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.";/eKpK8FaQDpkgp3HHm3YrIDqUjWh.jpg;Action, Adventure, Comedy, Family
3652;Captain Underpants: The First Epic Movie;01/06/2017;Based on the bestselling book series, DreamWorks Animation presents the long-awaited global movie event, Captain Underpants. This outrageous family comedy tells the story of two overly imaginative pranksters, George (Kevin Hart) and Harold (Thomas Middleditch), who hypnotize their principal (Ed Helms) into thinking heâ€™s an enthusiastic, yet dimwitted, superhero named Captain Underpants.;/vVWwCv5WjDpddG2JsDPVPBmmP1e.jpg;Action, Animation, Comedy, Family
3653;A Nightmare on Elm Street: The Dream Child;11/08/1989;"Alice, having survived the previous installment of the Nightmare series, finds the deadly dreams of Freddy Krueger starting once again. This time, the taunting murderer is striking through the sleeping mind of Alice's unborn child. His intention is to be ""born again"" into the real world. The only one who can stop Freddy is his dead mother, but can Alice free her spirit in time to save her own son?";/7BU4Uaxhd7zSYusBWyR5CeeBLeb.jpg;Horror, Thriller
3654;About Schmidt;12/12/2002;A recently retired man embarks on a journey to his estranged daughter's wedding, only to discover more about himself and life than he ever expected.;/tstvsrJHY57hc951lb190alXRQm.jpg;Drama, Comedy
3655;Last Tango in Paris;14/10/1972;A recently widowed American begins an anonymous sexual relationship with a young Parisian woman.;/vDuI72CpwWYIWJzNNA01PA2Utdr.jpg;Drama, Romance
3656;French Fried Vacation 2: The BronzÃ©s go Skiing;22/11/1979;In this sequel to Les Bronzes (1978) summer has passed, but that doesn't mean the fun has to end for Bernard, Nathalie, Gigi, Jerome, Popeye, Jean-Claude, and Christiane.;/uTN0bp8yMUKesNTLXR1GnL2kLFs.jpg;Comedy
3657;The Zero Theorem;20/09/2013;"A computer hacker's goal to discover the reason for human existence continually finds his work interrupted thanks to the Management; this time, they send a teenager and lusty love interest to distract him.";/j2sEI9FOaJszidVatzIaaMPdLsm.jpg;Drama, Fantasy, Science Fiction
3658;Leave No Trace;29/06/2018;A father and daughter live a perfect but mysterious existence in Forest Park, a beautiful nature reserve near Portland, Oregon, rarely making contact with the world. But when a small mistake tips them off to authorities, they are sent on an increasingly erratic journey in search of a place to call their own.;/w69iId8e80xBpyF0r2rfZoqRwQj.jpg;Drama
3659;Showgirls;22/09/1995;A young drifter named Nomi arrives in Las Vegas to become a dancer. When she catches the eye of Cristal, the main attraction at the Stardust stage show, Nomi is on the brink of realizing her dreams. But as she bumps and grinds her way to the top, she realizes that there is only room for one starlet on the marquee... and that either she or Cristal will have to take a fall!;/atjtGFIIt9QMGf9ELyboq5cl466.jpg;Drama
3660;Asterix: The Secret of the Magic Potion;12/05/2018;Following a fall during mistletoe picking, Druid Getafix decides that it is time to secure the future of the village. Accompanied by Asterix and Obelix, he undertakes to travel the Gallic world in search of a talented young druid to transmit the Secret of the Magic Potion.;/5OvHpzWXBzOvgZwOoUsqNSouSwy.jpg;Family, Animation, Comedy, Adventure
3661;The Stronghold;18/08/2021;A police brigade works in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.;/nLanxl7Xhfbd5s8FxPy8jWZw4rv.jpg;Thriller, Action, Crime
3662;Police Academy 3: Back in Training;20/03/1986;When police funding is cut, the Governor announces he must close one of the academies. To make it fair, the two police academies must compete against each other to stay in operation. Mauser persuades two officers in Lassard's academy to better his odds, but things don't quite turn out as expected...;/pBxGgWSR0CMaCVMA2kQS5MWU1z3.jpg;Comedy, Crime
3663;The Little Rascals;05/08/1994;"When nine-year-old Alfalfa falls for Darla, his ""He-Man-Woman-Hating"" friends attempt to sabotage their relationship.";/qI7PKX2JSw4yD2iQm3pyHvKir28.jpg;Romance, Comedy, Family
3664;Honey;24/11/2003;Honey Daniels dreams of making a name for herself as a hip-hop choreographer. When she's not busy hitting downtown clubs with her friends, she teaches dance classes at a nearby community center in Harlem, N.Y., as a way to keep kids off the streets. Honey thinks she's hit the jackpot when she meets a hotshot director casts her in one of his music videos. But, when he starts demanding sexual favors from her, Honey makes a decision that will change her life.;/xyqsfWcjC9TQZjGn2NLspL5YoJ4.jpg;Music, Drama, Romance
3665;The Void;22/09/2016;In the middle of a routine patrol, officer Daniel Carter happens upon a blood-soaked figure limping down a deserted stretch of road. He rushes the young man to a nearby rural hospital staffed by a skeleton crew, only to discover that patients and personnel are transforming into something inhuman. As the horror intensifies, Carter leads the other survivors on a hellish voyage into the subterranean depths of the hospital in a desperate bid to end the nightmare before it's too late.;/c0WLRyT0AmUi41nVXBnqmJshIBn.jpg;Mystery, Horror, Science Fiction
3666;The Odd Life of Timothy Green;15/08/2012;A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.;/24HWf4QBnEbNYDJfNFR1CmwtST5.jpg;Fantasy, Drama, Comedy, Family
3667;Return to the Blue Lagoon;02/08/1991;In this sequel to the 1980 classic, two children are stranded on a beautiful island in the South Pacific. With no adults to guide them, the two make a simple life together and eventually become tanned teenagers in love.;/jhUTLuPgc3Qcvr5xtji8oiWSfYy.jpg;Adventure, Drama
3668;The Meyerowitz Stories (New and Selected);13/10/2017;An estranged family gathers together in New York for an event celebrating the artistic work of their father.;/c9teDTgwxgnb7wnZjZo4oNcF80R.jpg;Comedy, Drama
3669;Far and Away;22/05/1992;A young man leaves Ireland with his landlord's daughter after some trouble with her father, and they dream of owning land at the big giveaway in Oklahoma ca. 1893. When they get to the new land, they find jobs and begin saving money. The man becomes a local barehands boxer, and rides in glory until he is beaten, then his employers steal all the couple's money and they must fight off starvation in the winter, and try to keep their dream of owning land alive. Meanwhile, the woman's parents find out where she has gone and have come to America to find her and take her back.;/rbxvGXcD7fixrAsbiAYl9R76uDs.jpg;Adventure, Drama, Romance, Western
3670;Judy;27/09/2019;"Thirty years after starring in ""The Wizard of Oz,"" beloved actress and singer Judy Garland arrives in London to perform sold-out shows at the Talk of the Town nightclub. While there, she reminisces with friends and fans and begins a whirlwind romance with musician Mickey Deans, her soon-to-be fifth husband.";/iqJhHjD6k6T07waELjMKDpQJUP.jpg;Drama, History, Music
3671;The Twelve Tasks of Asterix;26/06/1976;"Asterix and Obelix depart on an adventure to complete twelve impossible tasks to prove to Caesar that they are as strong as the Gods. You'll roar with laughter as they outwit, outrun, and generally outrage the very people who are trying to prove them ""only human"".";/ohXCSEIQRcDEZyee77W35EXG4Lc.jpg;Family, Animation, Comedy, Adventure
3672;Oliver Twist;23/09/2005;Oliver Twist the modern filmed version of Charles Dickens bestseller, a Roman Polanski adaptation. The classic Dickens tale, where an orphan meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.;/zhPdYZ3x2uanhM1SyBj4CuL6hSa.jpg;Crime, Drama, Family
3673;Victoria & Abdul;13/09/2017;Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.;/a5vm7eBHLfBqaOMQUUAVxXmgmhA.jpg;Drama, History
3674;Ghost Stories;20/01/2018;Professor Phillip Goodman devotes his life to exposing phony psychics and fraudulent supernatural shenanigans. His skepticism soon gets put to the test when he receives news of three chilling and inexplicable cases -- disturbing visions in an abandoned asylum, a car accident deep in the woods and the spirit of an unborn child. Even scarier -- each of the macabre stories seems to have a sinister connection to the professor's own life.;/7a0sai9k5jr7YJRP5S3YIDErMVY.jpg;Horror, Drama
3675;Becoming Jane;02/03/2007;A biographical portrait of a pre-fame Jane Austen and her romance with a young Irishman.;/yHA6JEn57MBGp2yGFgYyopJvk2O.jpg;Romance, Drama
